id,flight_type,city,status,gate,claim,scheduled_time,actual_time,flight_codes,route_airport_code
-1,departure,Provo,On Time,2,,2026-03-20 19:17:00,2026-03-20 19:17:00,MX605,PVU
-1,departure,Dallas-Ft. Worth,On Time,7,,2026-03-20 19:18:00,2026-03-20 19:18:00,AA3223,DFW
-1,departure,San Francisco,On Time,1A,,2026-03-20 19:37:00,2026-03-20 19:37:00,"UA5339, AC4247",SFO
-1,departure,Provo,Early,16,,2026-03-20 19:40:00,2026-03-20 19:34:00,G41587,PVU
710386,departure,Denver,On Time,19,,2026-03-20 19:45:00,2026-03-20 19:45:00,WN4504,DEN
-1,departure,Phoenix,On Time,5,,2026-03-20 19:48:00,2026-03-20 19:48:00,AA2088,PHX
710389,departure,Phoenix,On Time,21,,2026-03-20 19:55:00,2026-03-20 19:55:00,WN4511,PHX
-1,departure,Everett,On Time,12,,2026-03-20 19:59:00,2026-03-20 19:59:00,AS2116,PAE
-1,departure,San Francisco,On Time,13,,2026-03-20 20:08:00,2026-03-20 20:08:00,AS3492,SFO
710391,departure,San Jose,On Time,20,,2026-03-20 20:10:00,2026-03-20 20:10:00,WN2805,SJC
710392,departure,Oakland,On Time,18,,2026-03-20 20:30:00,2026-03-20 20:30:00,WN1409,OAK
-1,departure,Seattle-Tacoma,On Time,11,,2026-03-20 20:34:00,2026-03-20 20:34:00,AS1310,SEA
710394,departure,Sacramento,On Time,17,,2026-03-20 20:45:00,2026-03-20 20:45:00,WN4524,SMF
710395,departure,Las Vegas,On Time,19,,2026-03-20 20:50:00,2026-03-20 20:50:00,WN700,LAS
710404,departure,Phoenix,On Time,21,,2026-03-20 21:10:00,2026-03-20 21:10:00,WN4512,PHX
-1,departure,Newark,On Time,9,,2026-03-20 21:14:00,2026-03-20 21:14:00,"UA2186, AC3098",EWR
-1,departure,Atlanta,On Time,3,,2026-03-20 21:20:00,2026-03-20 21:20:00,DL826,ATL
